sample_accession	run_accession	library_layout
SRS1467535	SRR3587804	SINGLE
SRS1467538	SRR3587807	SINGLE
SRS1467545	SRR3587815	SINGLE
SRS1467561	SRR3587830	SINGLE
SRS1467573	SRR3587843	SINGLE
SRS1467580	SRR3587849	SINGLE
SRS1467585	SRR3587854	SINGLE
SRS1467599	SRR3587868	SINGLE
SRS1467602	SRR3587871	SINGLE
SRS1467606	SRR3587875	SINGLE
SRS1467608	SRR3587877	SINGLE
SRS1467624	SRR3587893	SINGLE
SRS1467632	SRR3587900	SINGLE
SRS1467636	SRR3587906	SINGLE
SRS1467638	SRR3587907	SINGLE
SRS2166276	SRR5508614	SINGLE
SRS2166289	SRR5508628	SINGLE
SRS2166297	SRR5508637	SINGLE
SRS2166308	SRR5508646	SINGLE
SRS2166309	SRR5508647	SINGLE
SRS2166310	SRR5508648	SINGLE
SRS2166331	SRR5508669	SINGLE
SRS2166343	SRR5508681	SINGLE
SRS2166354	SRR5508694	SINGLE
SRS2166372	SRR5508711	SINGLE
SRS2166377	SRR5508715	SINGLE
SRS2166378	SRR5508716	SINGLE
SRS2166379	SRR5508717	SINGLE
SRS2166382	SRR5508720	SINGLE
SRS2166384	SRR5508721	SINGLE
SRS2166392	SRR5508731	SINGLE
SRS2166417	SRR5508739	SINGLE
SRS2166401	SRR5508741	SINGLE
SRS2166411	SRR5508750	SINGLE
SRS2166413	SRR5508751	SINGLE
SRS2166448	SRR5508787	SINGLE
SRS2166453	SRR5508792	SINGLE
SRS2166458	SRR5508796	SINGLE
SRS2166468	SRR5508807	SINGLE
SRS2166476	SRR5508814	SINGLE
SRS2166507	SRR5508845	SINGLE
SRS2166663	SRR5508856	SINGLE
SRS2166666	SRR5508861	SINGLE
SRS2166673	SRR5508867	SINGLE
SRS2166697	SRR5508893	SINGLE
SRS2166699	SRR5508895	SINGLE
SRS2166709	SRR5508903	SINGLE
SRS2166727	SRR5508922	SINGLE
SRS2166751	SRR5508947	SINGLE
SRS2166758	SRR5508954	SINGLE
SRS2166767	SRR5508965	SINGLE
SRS2166771	SRR5508966	SINGLE
SRS2166772	SRR5508967	SINGLE
SRS2166775	SRR5508968	SINGLE
SRS2166773	SRR5508969	SINGLE
SRS2166780	SRR5508973	SINGLE
SRS2166830	SRR5508978	SINGLE
SRS2166789	SRR5508984	SINGLE
SRS2166792	SRR5508988	SINGLE
SRS2166798	SRR5508993	SINGLE
SRS2166812	SRR5509007	SINGLE
SRS2166813	SRR5509010	SINGLE
SRS2166825	SRR5509021	SINGLE
SRS2166828	SRR5509025	SINGLE
SRS2166851	SRR5509046	SINGLE
SRS2166858	SRR5509049	SINGLE
SRS2166870	SRR5509066	SINGLE
SRS2166893	SRR5509090	SINGLE
SRS2166907	SRR5509103	SINGLE
SRS2166908	SRR5509104	SINGLE
SRS2166915	SRR5509111	SINGLE
SRS2166939	SRR5509134	SINGLE
SRS3106627	SRR6916775	PAIRED
SRS3106628	SRR6916776	PAIRED
SRS3106633	SRR6916781	PAIRED
SRS3106642	SRR6916790	PAIRED
SRS3106659	SRR6916807	PAIRED
SRS3106661	SRR6916809	PAIRED
SRS3106664	SRR6916812	PAIRED
SRS3106674	SRR6916822	PAIRED
SRS3106700	SRR6916849	PAIRED
SRS3106703	SRR6916851	PAIRED
SRS3106706	SRR6916855	PAIRED
SRS3106710	SRR6916858	PAIRED
SRS3674976	SRR7699773	PAIRED
SRS3674982	SRR7699774	PAIRED
SRS3674983	SRR7699780	PAIRED
SRS3674993	SRR7699789	PAIRED
SRS3675054	SRR7699850	PAIRED
SRS3675059	SRR7699855	PAIRED
SRS3675067	SRR7699862	PAIRED
SRS3675073	SRR7699866	PAIRED
SRS3675082	SRR7699878	PAIRED
SRS3675088	SRR7699885	PAIRED
SRS3675101	SRR7699898	PAIRED
SRS3675102	SRR7699900	PAIRED
SRS3675107	SRR7699905	PAIRED
SRS3675112	SRR7699910	PAIRED
SRS3675121	SRR7699919	PAIRED
SRS3675125	SRR7699923	PAIRED
SRS3675137	SRR7699935	PAIRED
SRS3675181	SRR7699975	PAIRED
SRS3675223	SRR7700019	PAIRED
SRS3675226	SRR7700020	PAIRED
SRS3675227	SRR7700021	PAIRED
SRS3675239	SRR7700033	PAIRED
SRS3675242	SRR7700040	PAIRED
SRS3675246	SRR7700042	PAIRED
SRS3675256	SRR7700052	PAIRED
SRS3675268	SRR7700066	PAIRED
SRS3675271	SRR7700067	PAIRED
SRS3675290	SRR7700086	PAIRED
SRS3675292	SRR7700088	PAIRED
SRS3675298	SRR7700098	PAIRED
SRS3675303	SRR7700100	PAIRED
SRS3675305	SRR7700101	PAIRED
SRS3675306	SRR7700102	PAIRED
SRS3675336	SRR7700134	PAIRED
SRS3675340	SRR7700137	PAIRED
SRS3675352	SRR7700150	PAIRED
SRS3675355	SRR7700153	PAIRED
SRS3675365	SRR7700163	PAIRED
SRS3675374	SRR7700171	PAIRED
SRS3675375	SRR7700172	PAIRED
SRS3675384	SRR7700181	PAIRED
SRS3675396	SRR7700191	PAIRED
SRS3675409	SRR7700207	PAIRED
SRS3675418	SRR7700218	PAIRED
SRS3675423	SRR7700219	PAIRED
SRS3675432	SRR7700228	PAIRED
SRS3675435	SRR7700233	PAIRED
SRS3675443	SRR7700240	PAIRED
SRS3675452	SRR7700248	PAIRED
SRS3675462	SRR7700259	PAIRED
SRS3675484	SRR7700278	PAIRED
SRS3675482	SRR7700279	PAIRED
SRS3675488	SRR7700283	PAIRED
SRS3675489	SRR7700285	PAIRED
SRS3675498	SRR7700291	PAIRED
SRS3675495	SRR7700292	PAIRED
SRS3675500	SRR7700296	PAIRED
SRS3675542	SRR7700335	PAIRED
SRS3675543	SRR7700339	PAIRED
SRS3675549	SRR7700349	PAIRED
SRS3675555	SRR7700353	PAIRED
SRS3675558	SRR7700356	PAIRED
SRS3675591	SRR7700391	PAIRED
SRS3675597	SRR7700396	PAIRED
SRS3675599	SRR7700398	PAIRED
SRS3675603	SRR7700402	PAIRED
SRS3675610	SRR7700409	PAIRED
SRS3675634	SRR7700433	PAIRED
SRS3675652	SRR7700451	PAIRED
SRS3675679	SRR7700478	PAIRED
SRS3675694	SRR7700493	PAIRED
SRS3675704	SRR7700502	PAIRED
SRS3675711	SRR7700511	PAIRED
SRS3675727	SRR7700526	PAIRED
SRS3675731	SRR7700530	PAIRED
SRS3675739	SRR7700538	PAIRED
SRS3675749	SRR7700546	PAIRED
SRS3675751	SRR7700554	PAIRED
SRS3675772	SRR7700571	PAIRED
SRS3675780	SRR7700577	PAIRED
SRS3675787	SRR7700587	PAIRED
SRS3675791	SRR7700590	PAIRED
SRS3675819	SRR7700619	PAIRED
SRS3675829	SRR7700626	PAIRED
SRS3675830	SRR7700628	PAIRED
SRS3675835	SRR7700635	PAIRED
SRS3675839	SRR7700636	PAIRED
SRS3675842	SRR7700640	PAIRED
SRS3675845	SRR7700644	PAIRED
SRS3675847	SRR7700645	PAIRED
SRS3698233	SRR7733544	PAIRED
SRS3729717	SRR7773403	SINGLE
SRS3729721	SRR7773407	SINGLE
SRS3729723	SRR7773409	SINGLE
SRS3729734	SRR7773420	SINGLE
SRS3731635	SRR7775491	SINGLE
SRS3731636	SRR7775494	SINGLE
SRS3731651	SRR7775509	SINGLE
SRS3731657	SRR7775516	SINGLE
SRS3731663	SRR7775521	SINGLE
SRS3731679	SRR7775538	SINGLE
SRS3731691	SRR7775549	SINGLE
SRS3731703	SRR7775562	SINGLE
SRS3731711	SRR7775569	SINGLE
SRS3731733	SRR7775591	SINGLE
SRS3731736	SRR7775595	SINGLE
SRS3731759	SRR7775617	SINGLE
SRS3731760	SRR7775618	SINGLE
SRS3731765	SRR7775623	SINGLE
SRS3731769	SRR7775627	SINGLE
SRS3731784	SRR7775641	SINGLE
SRS3731804	SRR7775662	SINGLE
SRS3731807	SRR7775664	SINGLE
SRS3731818	SRR7775676	SINGLE
SRS3731828	SRR7775686	SINGLE
SRS3731844	SRR7775702	SINGLE
SRS3731869	SRR7775727	SINGLE
SRS3731874	SRR7775732	SINGLE
SRS3731875	SRR7775733	SINGLE
SRS3731877	SRR7775735	SINGLE
SRS3731884	SRR7775743	SINGLE
SRS3731891	SRR7775750	SINGLE
SRS3731893	SRR7775751	SINGLE
SRS3731895	SRR7775754	SINGLE
SRS3731916	SRR7775774	SINGLE
SRS3731926	SRR7775785	SINGLE
SRS3731933	SRR7775792	SINGLE
SRS3731945	SRR7775802	SINGLE
SRS3731962	SRR7775821	SINGLE
SRS3731974	SRR7775833	SINGLE
SRS3731977	SRR7775836	SINGLE
SRS3731980	SRR7775839	SINGLE
SRS3731993	SRR7775852	SINGLE
SRS3731997	SRR7775856	SINGLE
SRS3732000	SRR7775859	SINGLE
SRS3732002	SRR7775860	SINGLE
SRS3732017	SRR7775878	SINGLE
SRS3732023	SRR7775884	SINGLE
SRS3732048	SRR7775908	SINGLE
SRS3732056	SRR7775915	SINGLE
SRS3732062	SRR7775922	SINGLE
SRS3732063	SRR7775924	SINGLE
SRS3732074	SRR7775934	SINGLE
SRS3732075	SRR7775935	SINGLE
SRS3732077	SRR7775936	SINGLE
SRS3732083	SRR7775940	SINGLE
SRS3732089	SRR7775946	SINGLE
SRS3732091	SRR7775949	SINGLE
SRS3732106	SRR7775964	SINGLE
SRS3732137	SRR7775998	SINGLE
SRS3732141	SRR7775999	SINGLE
SRS3732142	SRR7776002	SINGLE
SRS3732148	SRR7776009	SINGLE
SRS3732334	SRR7776014	SINGLE
SRS3732168	SRR7776026	SINGLE
SRS3732184	SRR7776044	SINGLE
SRS3732205	SRR7776063	SINGLE
SRS3732204	SRR7776064	SINGLE
SRS3732206	SRR7776068	SINGLE
SRS3732215	SRR7776077	SINGLE
SRS3732222	SRR7776079	SINGLE
SRS3732229	SRR7776086	SINGLE
SRS3732235	SRR7776093	SINGLE
SRS3732238	SRR7776098	SINGLE
SRS3732246	SRR7776105	SINGLE
SRS3732247	SRR7776106	SINGLE
SRS3732249	SRR7776107	SINGLE
SRS3732263	SRR7776123	SINGLE
SRS3732279	SRR7776139	SINGLE
SRS3732314	SRR7776174	SINGLE
SRS3732321	SRR7776180	SINGLE
SRS3732323	SRR7776182	SINGLE
SRS3732322	SRR7776183	SINGLE
SRS3732324	SRR7776184	SINGLE
SRS3732346	SRR7776206	SINGLE
SRS3732351	SRR7776211	SINGLE
SRS3732357	SRR7776217	SINGLE
SRS3732363	SRR7776223	SINGLE
SRS3732378	SRR7776238	SINGLE
SRS3732409	SRR7776267	SINGLE
SRS3732413	SRR7776271	SINGLE
SRS3732420	SRR7776278	SINGLE
SRS3732424	SRR7776282	SINGLE
SRS3732431	SRR7776289	SINGLE
SRS3732434	SRR7776293	SINGLE
SRS3732455	SRR7776313	SINGLE
SRS3732458	SRR7776316	SINGLE
SRS3732475	SRR7776331	SINGLE
SRS3732483	SRR7776341	SINGLE
SRS3732504	SRR7776360	SINGLE
SRS3732512	SRR7776371	SINGLE
SRS3732524	SRR7776383	SINGLE
SRS3732521	SRR7776385	SINGLE
SRS3732543	SRR7776403	SINGLE
SRS3732546	SRR7776406	SINGLE
SRS3732551	SRR7776411	SINGLE
SRS3732552	SRR7776412	SINGLE
SRS3732554	SRR7776414	SINGLE
SRS3732567	SRR7776425	SINGLE
SRS3732576	SRR7776436	SINGLE
SRS3732580	SRR7776439	SINGLE
SRS3732611	SRR7776471	SINGLE
SRS3732614	SRR7776474	SINGLE
SRS3732623	SRR7776484	SINGLE
SRS3732633	SRR7776495	SINGLE
SRS3732636	SRR7776497	SINGLE
SRS3732638	SRR7776500	SINGLE
SRS3732658	SRR7776519	SINGLE
SRS3732679	SRR7776541	SINGLE
SRS3732682	SRR7776545	SINGLE
SRS3732713	SRR7776572	SINGLE
SRS3732733	SRR7776592	SINGLE
SRS3732737	SRR7776596	SINGLE
SRS3732740	SRR7776600	SINGLE
SRS3732743	SRR7776602	SINGLE
SRS3732749	SRR7776607	SINGLE
SRS3732750	SRR7776609	SINGLE
SRS3732761	SRR7776620	SINGLE
SRS3732773	SRR7776632	SINGLE
SRS3732783	SRR7776643	SINGLE
SRS3732800	SRR7776660	SINGLE
SRS3732823	SRR7776682	SINGLE
SRS3732844	SRR7776702	SINGLE
SRS3732851	SRR7776712	SINGLE
SRS3732855	SRR7776715	SINGLE
SRS3732864	SRR7776725	SINGLE
SRS3732891	SRR7776750	SINGLE
SRS3732892	SRR7776754	SINGLE
SRS3732896	SRR7776757	SINGLE
SRS3732897	SRR7776758	SINGLE
SRS3732926	SRR7776786	SINGLE
SRS3732947	SRR7776808	SINGLE
SRS3732952	SRR7776813	SINGLE
SRS3732957	SRR7776818	SINGLE
SRS3732963	SRR7776823	SINGLE
SRS3732962	SRR7776824	SINGLE
SRS3732968	SRR7776831	SINGLE
SRS3770540	SRR7825698	PAIRED
SRS3770559	SRR7825718	PAIRED
SRS3770568	SRR7825726	PAIRED
SRS3770585	SRR7825743	PAIRED
SRS3770587	SRR7825745	PAIRED
SRS3770595	SRR7825753	PAIRED
SRS3770607	SRR7825765	PAIRED
SRS3770611	SRR7825768	PAIRED
SRS4363765	SRR8573768	PAIRED
